0,0.136,19900
1,0.139,15200
2,0.203,36900
3,0.648,61300
4,0.350,66100
5,0.224,35600
6,0.200,25000
7,0.200,22700
8,0.188,19900
9,0.183,20500
10,0.185,21800
11,0.238,32600
12,0.244,30000
13,0.233,32800
14,0.242,35500
15,0.226,28000
16,0.197,21900
17,0.217,23600
18,0.200,22400
19,0.195,21000
20,0.208,22400
21,0.217,24400
22,0.203,23300
23,0.202,23400
24,0.221,25700
25,0.224,26900
26,0.226,23700
27,0.212,23100
28,0.212,21900
29,0.214,20700
30,0.198,19000
31,0.233,22100
32,0.261,33100
33,0.231,23600
34,0.209,19700
35,0.240,18300
36,0.212,18200
37,0.225,18100
38,0.204,18100
39,0.232,18100
40,0.229,18100
41,0.223,18100
42,0.230,18100
43,0.227,18100
44,0.217,18100
45,0.219,18100
46,0.227,18400
47,0.218,18100
48,0.217,18500
49,0.205,18300
50,0.215,19300
51,0.246,19400
52,0.209,20000
53,0.219,26800
54,0.265,35400
55,0.259,31600
56,0.239,31700
57,0.236,30300
58,0.240,31600
59,0.242,28700
60,0.241,27100
61,0.233,26700
62,0.234,24800
63,0.222,22600
64,0.230,22600
65,0.231,22600
66,0.219,22600
67,0.224,22600
68,0.230,24500
69,0.211,19900
70,0.213,19600
71,0.216,19200
72,0.208,18800
73,0.221,19300
74,0.225,19200
75,0.217,23300
76,0.245,23000
77,0.230,22600
78,0.308,36600
79,0.282,36300
80,0.262,24400
81,0.230,20700
82,0.234,20600
83,0.234,20600
