0,0.160,2100
1,0.163,2000
2,0.167,2000
3,0.175,2000
4,0.253,23600
5,0.268,21000
6,0.277,14700
7,0.257,14700
8,0.281,14700
9,0.244,15700
10,0.264,14000
11,0.287,14800
12,0.262,13000
13,0.282,16000
14,0.301,16800
15,0.314,15700
16,0.294,12800
17,0.308,12800
18,0.317,13400
19,0.294,12900
20,0.302,11500
21,0.300,12100
22,0.328,11800
23,0.274,11900
24,0.293,12100
25,0.284,11600
26,0.277,11300
27,0.281,11300
28,0.285,11300
29,0.291,11300
30,0.269,11300
31,0.283,11300
0,0.314,286578
1,0.041,286578
2,0.047,286578
3,0.040,286578
4,0.041,286578
5,0.071,286578
6,0.037,286578
7,0.048,286578
8,0.046,286578
9,0.044,286578
10,0.038,286578
0,0.213,286578
1,0.055,286578
2,0.050,286578
3,0.043,286578
4,0.049,286578
5,0.043,286578
6,0.046,286578
7,0.072,286578
8,0.054,286578
9,0.069,286578
10,0.049,286578
11,0.052,286578
12,0.066,286578
13,0.064,286578
14,0.072,297540
15,0.057,310590
16,0.072,313200
17,0.056,313200
18,0.061,313722
19,0.059,313722
20,0.055,313722
21,0.075,313722
22,0.070,313722
23,0.046,314244
24,0.048,314244
25,0.081,314244
26,0.051,343998
27,0.053,344520
28,0.078,344520
29,0.074,344520
30,0.071,344520
31,0.060,344520
32,0.066,344520
33,0.052,344520
34,0.051,344520
35,0.045,344520
36,0.054,344520
37,0.070,344520
38,0.067,345042
39,0.061,345042
40,0.048,345042
41,0.052,345042
42,0.081,345042
43,0.060,345042
44,0.077,346226
45,0.092,346226
46,0.064,346226
47,0.063,346226
48,0.076,346226
49,0.064,346226
50,0.055,346226
51,0.060,346226
52,0.062,346226
53,0.059,346226
54,0.093,346226
55,0.066,346226
56,0.049,346226
57,0.060,346226
58,0.050,346226
59,0.054,346226
60,0.052,346226
61,0.093,346226
62,0.038,346226
63,0.051,346226
64,0.051,346226
65,0.058,346226
66,0.054,346226
67,0.039,346226
68,0.050,346226
69,0.063,346226
70,0.057,346226
71,0.050,346226
72,0.044,346226
73,0.054,346226
74,0.062,346226
75,0.045,346226
76,0.059,346226
77,0.066,346226
78,0.073,346226
79,0.052,346226
80,0.068,346226
81,0.048,346226
82,0.044,346226
83,0.051,346226
84,0.062,346226
85,0.065,346226
86,0.060,346226
87,0.070,346226
88,0.059,346226
89,0.072,346226
90,0.061,346226
91,0.071,346226
92,0.041,346226
93,0.088,346226
94,0.060,346226
95,0.113,346226
96,0.121,346226
97,0.104,346226
98,0.109,346226
99,0.050,346226
100,0.051,346226
101,0.053,346226
102,0.102,346226
103,0.073,346226
104,0.059,346226
105,0.050,346226
106,0.054,346226
107,0.054,346226
108,0.058,346226
109,0.046,346226
110,0.060,346226
111,0.074,346226
112,0.078,346226
0,0.167,346226
1,0.054,346226
2,0.058,346226
3,0.050,346226
4,0.059,346226
5,0.059,346226
6,0.060,346226
7,0.049,346226
8,0.047,346226
9,0.054,346226
10,0.055,346226
11,0.064,346226
12,0.065,346226
0,1.332,2500
1,0.229,2100
2,0.613,2100
3,0.866,2100
4,0.632,2100
5,0.824,2100
6,1.019,16100
7,0.288,22300
8,0.270,15800
9,0.268,13400
10,0.258,12900
11,0.279,12900
12,0.288,12900
13,0.314,14300
14,0.288,14000
15,0.263,12600
16,0.309,14500
17,0.229,13300
18,0.226,12400
19,0.244,12400
20,0.244,12400
21,0.240,12400
22,0.238,12400
23,0.241,12400
24,0.134,12400
0,0.156,2100
1,0.191,2000
2,0.201,2000
3,0.190,2000
4,0.195,2000
5,0.205,2000
6,0.208,2000
7,0.204,2000
8,0.250,13300
9,2.602,452600
0,0.402,38300
1,0.276,14200
2,0.277,14200
3,0.275,14200
4,0.277,14200
5,0.285,14200
6,0.287,14200
7,0.291,14200
8,0.297,14200
9,0.293,14300
10,0.297,14300
11,0.314,14200
12,0.312,14300
13,0.306,14200
14,0.307,14300
15,0.300,13700
16,0.300,13400
17,0.307,13200
18,0.308,13800
19,0.296,13600
20,0.371,18500
21,0.326,14400
22,0.315,15300
23,0.295,13400
24,0.302,12200
25,0.301,11900
26,0.288,12200
27,0.303,12100
28,0.318,11800
29,0.321,11200
